record_id,problem_a,problem_b,category_a,category_b,description_a,description_b,location,distance_km,time_difference_hours,severity_a,severity_b,nearby_frequency,text_similarity,relationship,dependency_strength,dependency_label
POS_1269,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,severe congestion reported,response time is increasing,Tambaram,2.98,35.8,LOW,MEDIUM,10,0.83,CAUSES,0.662,1
NEG_0824,Road Blockage,Emergency Response Delay,Road,Emergency,traffic lane is obstructed,emergency vehicles cannot move quickly,Ambattur,6.9,63.5,LOW,CRITICAL,7,0.138,NO_DEPENDENCY,0.17,0
NEG_1280,Sewer Overflow,Blocked Drain,Drainage,Drainage,sewage overflow reported,stormwater drain is blocked,Sholinganallur,2.68,3.7,CRITICAL,LOW,13,0.282,NO_DEPENDENCY,0.356,0
NEG_0726,Poor Road Visibility,Blocked Drain,Safety,Drainage,dark road section,stormwater drain is blocked,Perambur,1.55,76.9,MEDIUM,LOW,1,0.163,NO_DEPENDENCY,0.217,0
POS_0451,Poor Road Visibility,Safety Risk,Safety,Safety,drivers cannot see clearly,area has become unsafe,Perambur,2.22,12.4,CRITICAL,LOW,2,0.905,CONTRIBUTES_TO,0.759,1
NEG_0665,Sewer Overflow,Waterlogging,Drainage,Flooding,sewer water is overflowing,standing rainwater on the street,Nungambakkam,2.29,38.1,LOW,HIGH,1,0.438,NO_DEPENDENCY,0.32,0
NEG_0873,Water Leakage,Public Health Risk,Water,Health,damaged water supply line,possible health hazard,T Nagar,4.53,81.0,MEDIUM,MEDIUM,4,0.426,NO_DEPENDENCY,0.262,0
NEG_0513,Illegal Dumping,Sewer Overflow,Waste,Drainage,garbage dumped beside road,sewage overflow reported,Mylapore,2.73,14.8,MEDIUM,CRITICAL,11,0.118,NO_DEPENDENCY,0.287,0
POS_0271,Illegal Dumping,Blocked Drain,Waste,Drainage,open dumping observed,blocked drainage outlet,T Nagar,3.72,24.0,HIGH,MEDIUM,10,0.621,CONTRIBUTES_TO,0.652,1
NEG_0341,Pothole / Road Damage,Sewer Overflow,Road,Drainage,large pothole on the road,dirty wastewater is spreading,Mylapore,7.68,40.1,MEDIUM,HIGH,10,0.182,NO_DEPENDENCY,0.206,0
NEG_1435,Air Pollution,Street Light Failure,Environment,Lighting,dust and pollution are increasing,dark street due to light failure,Pallavaram,6.76,72.7,HIGH,HIGH,7,0.035,NO_DEPENDENCY,0.134,0
POS_0979,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,heavy waterlogging reported,Velachery,2.43,37.7,HIGH,CRITICAL,14,0.962,CONTRIBUTES_TO,0.691,1
NEG_0667,Traffic Congestion,Safety Risk,Traffic,Safety,traffic is moving slowly,safety risk reported,Anna Nagar,3.31,62.8,LOW,HIGH,0,0.373,NO_DEPENDENCY,0.26,0
POS_0355,Illegal Dumping,Blocked Drain,Waste,Drainage,waste is being dumped illegally,blocked drainage outlet,Perambur,1.96,23.2,MEDIUM,HIGH,18,0.452,CONTRIBUTES_TO,0.658,1
NEG_0377,Safety Risk,Public Health Risk,Safety,Health,area has become unsafe,disease risk is increasing,Royapettah,0.73,67.1,CRITICAL,HIGH,13,0.308,NO_DEPENDENCY,0.341,0
POS_0185,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,standing rainwater on the street,Tambaram,0.66,16.3,MEDIUM,MEDIUM,15,0.701,CAUSES,0.819,1
NEG_1245,Air Pollution,Safety Risk,Environment,Safety,air quality is affected,risk to pedestrians and vehicles,Mylapore,4.95,43.4,HIGH,HIGH,0,0.034,NO_DEPENDENCY,0.15,0
NEG_0115,Illegal Dumping,Poor Road Visibility,Waste,Safety,unauthorized dumping reported,drivers cannot see clearly,Velachery,0.99,46.2,CRITICAL,CRITICAL,4,0.067,NO_DEPENDENCY,0.237,0
NEG_1260,Road Blockage,Emergency Response Delay,Road,Emergency,road is partially blocked,emergency access is difficult,Pallavaram,6.31,22.9,LOW,LOW,8,0.04,NO_DEPENDENCY,0.188,0
NEG_0207,Emergency Response Delay,Air Pollution,Emergency,Environment,emergency movement is delayed,air quality is affected,Velachery,3.28,16.2,LOW,CRITICAL,14,0.445,NO_DEPENDENCY,0.391,0
NEG_0362,Public Health Risk,Water Leakage,Health,Water,health risk reported,pipeline leak near street,Royapettah,7.07,84.4,MEDIUM,MEDIUM,5,0.133,NO_DEPENDENCY,0.139,0
POS_0247,Sewer Overflow,Stagnant Water,Drainage,Public Health,dirty wastewater is spreading,stagnant water remains,Nungambakkam,0.74,20.6,CRITICAL,CRITICAL,15,0.65,CAUSES,0.818,1
POS_0556,Road Blockage,Traffic Congestion,Road,Traffic,traffic lane is obstructed,traffic is moving slowly,Velachery,1.42,19.8,CRITICAL,HIGH,20,0.767,CAUSES,0.834,1
NEG_0253,Poor Road Visibility,Illegal Dumping,Safety,Waste,dark road section,waste is being dumped illegally,Nungambakkam,4.53,86.4,CRITICAL,LOW,15,0.263,NO_DEPENDENCY,0.264,0
POS_1365,Garbage Accumulation,Air Pollution,Waste,Environment,garbage has accumulated,air quality is affected,Guindy,4.09,3.8,HIGH,LOW,15,0.759,CONTRIBUTES_TO,0.687,1
POS_0068,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,drivers cannot see clearly,Sholinganallur,2.5,17.2,HIGH,MEDIUM,10,0.69,CAUSES,0.738,1
NEG_1119,Illegal Dumping,Poor Road Visibility,Waste,Safety,waste is being dumped illegally,dark road section,Mylapore,4.07,9.5,MEDIUM,LOW,4,0.184,NO_DEPENDENCY,0.256,0
NEG_0785,Waterlogging,Pothole / Road Damage,Flooding,Road,road is flooded,road surface is badly damaged,Anna Nagar,2.01,93.9,LOW,HIGH,5,0.076,NO_DEPENDENCY,0.189,0
POS_0533,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,road is partially blocked,Nungambakkam,0.16,30.2,CRITICAL,CRITICAL,7,0.513,CAUSES,0.776,1
NEG_1374,Public Health Risk,Sewer Overflow,Health,Drainage,possible health hazard,sewer line has overflowed,Royapettah,7.57,48.9,MEDIUM,MEDIUM,12,0.393,NO_DEPENDENCY,0.274,0
NEG_1206,Waterlogging,Safety Risk,Flooding,Safety,heavy waterlogging reported,residents feel unsafe,Nungambakkam,5.08,43.3,LOW,LOW,4,0.273,NO_DEPENDENCY,0.24,0
NEG_0003,Emergency Response Delay,Road Blockage,Emergency,Road,emergency access is difficult,traffic lane is obstructed,Adyar,5.84,28.6,MEDIUM,CRITICAL,10,0.163,NO_DEPENDENCY,0.237,0
POS_0762,Stagnant Water,Public Health Risk,Public Health,Health,pool of water has remained,possible health hazard,Royapettah,4.33,9.1,CRITICAL,LOW,10,0.828,CAUSES,0.756,1
NEG_1253,Garbage Accumulation,Waterlogging,Waste,Flooding,waste has built up,standing rainwater on the street,Sholinganallur,0.68,64.5,CRITICAL,MEDIUM,15,0.248,NO_DEPENDENCY,0.335,0
POS_1212,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,disease risk is increasing,Nungambakkam,2.83,33.0,CRITICAL,MEDIUM,1,0.954,CAUSES,0.763,1
NEG_0744,Public Health Risk,Water Leakage,Health,Water,health risk reported,continuous water leakage,Kodambakkam,3.31,12.2,HIGH,LOW,0,0.069,NO_DEPENDENCY,0.211,0
NEG_0294,Pothole / Road Damage,Street Light Failure,Road,Lighting,multiple potholes reported,dark street due to light failure,Thiruvanmiyur,0.27,67.3,MEDIUM,LOW,11,0.217,NO_DEPENDENCY,0.31,0
POS_0536,Pothole / Road Damage,Poor Road Visibility,Road,Safety,damaged road section,dark road section,Thiruvanmiyur,3.04,44.0,CRITICAL,MEDIUM,5,0.873,CONTRIBUTES_TO,0.632,1
NEG_0247,Air Pollution,Emergency Response Delay,Environment,Emergency,local air pollution observed,emergency access is difficult,Sholinganallur,3.48,72.6,MEDIUM,HIGH,4,0.388,NO_DEPENDENCY,0.274,0
POS_0464,Poor Road Visibility,Safety Risk,Safety,Safety,low visibility reported,risk to pedestrians and vehicles,Kodambakkam,1.97,14.4,HIGH,MEDIUM,1,0.573,CONTRIBUTES_TO,0.669,1
NEG_1178,Garbage Accumulation,Pothole / Road Damage,Waste,Road,large pile of waste reported,multiple potholes reported,Royapettah,4.96,94.6,MEDIUM,MEDIUM,9,0.137,NO_DEPENDENCY,0.183,0
NEG_0340,Emergency Response Delay,Road Blockage,Emergency,Road,response time is increasing,vehicle movement is obstructed,Tambaram,7.37,49.8,HIGH,MEDIUM,9,0.293,NO_DEPENDENCY,0.231,0
NEG_1363,Air Pollution,Public Health Risk,Environment,Health,dust and pollution are increasing,possible health hazard,Mylapore,4.58,80.1,LOW,CRITICAL,2,0.208,NO_DEPENDENCY,0.187,0
POS_0125,Waterlogging,Road Blockage,Flooding,Road,standing rainwater on the street,road is partially blocked,Velachery,3.37,10.7,MEDIUM,HIGH,11,0.673,CAUSES,0.715,1
POS_0179,Pothole / Road Damage,Traffic Congestion,Road,Traffic,road surface is badly damaged,vehicles are queued,Sholinganallur,2.05,7.2,CRITICAL,MEDIUM,13,0.477,CONTRIBUTES_TO,0.729,1
POS_0193,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,risk to pedestrians and vehicles,Perambur,3.63,14.3,HIGH,CRITICAL,3,0.602,CONTRIBUTES_TO,0.638,1
NEG_0808,Road Blockage,Sewer Overflow,Road,Drainage,road is partially blocked,sewer water is overflowing,Adyar,0.68,8.7,LOW,LOW,6,0.207,NO_DEPENDENCY,0.325,0
POS_1430,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,drivers cannot see clearly,Thiruvanmiyur,2.56,38.6,HIGH,LOW,2,0.734,CAUSES,0.695,1
NEG_0192,Safety Risk,Water Leakage,Safety,Water,risk to pedestrians and vehicles,water pipe is leaking,Guindy,3.62,13.3,LOW,CRITICAL,9,0.198,NO_DEPENDENCY,0.289,0
POS_0742,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,dark road section,Kodambakkam,1.59,39.1,HIGH,LOW,7,0.794,CAUSES,0.743,1
POS_1035,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,water has accumulated on the road,Guindy,3.73,14.8,CRITICAL,LOW,17,0.627,CAUSES,0.784,1
NEG_0467,Blocked Drain,Poor Road Visibility,Drainage,Safety,blocked drainage outlet,drivers cannot see clearly,Porur,1.44,57.9,CRITICAL,LOW,12,0.449,NO_DEPENDENCY,0.375,0
POS_0479,Garbage Accumulation,Public Health Risk,Waste,Health,large pile of waste reported,disease risk is increasing,Porur,3.31,13.6,MEDIUM,LOW,18,0.891,CAUSES,0.75,1
POS_1028,Pothole / Road Damage,Poor Road Visibility,Road,Safety,damaged road section,low visibility reported,Kodambakkam,0.21,13.1,HIGH,MEDIUM,4,0.485,CONTRIBUTES_TO,0.641,1
NEG_1102,Traffic Congestion,Street Light Failure,Traffic,Lighting,vehicles are queued,street light is not working,Thiruvanmiyur,1.71,17.8,CRITICAL,LOW,9,0.112,NO_DEPENDENCY,0.288,0
POS_0369,Illegal Dumping,Blocked Drain,Waste,Drainage,garbage dumped beside road,stormwater drain is blocked,Guindy,4.1,23.4,MEDIUM,CRITICAL,15,0.752,CONTRIBUTES_TO,0.657,1
NEG_1024,Stagnant Water,Waterlogging,Public Health,Flooding,water is collecting,road is flooded,Nungambakkam,7.74,59.4,HIGH,MEDIUM,9,0.11,NO_DEPENDENCY,0.162,0
POS_0846,Pothole / Road Damage,Traffic Congestion,Road,Traffic,damaged road section,severe congestion reported,Guindy,2.07,18.3,HIGH,MEDIUM,3,0.771,CONTRIBUTES_TO,0.722,1
POS_0257,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,standing rainwater on the street,Nungambakkam,0.56,32.4,CRITICAL,CRITICAL,11,0.709,CONTRIBUTES_TO,0.712,1
POS_1223,Garbage Accumulation,Air Pollution,Waste,Environment,waste has built up,dust and pollution are increasing,Nungambakkam,0.99,14.9,HIGH,CRITICAL,9,0.76,CONTRIBUTES_TO,0.734,1
NEG_0493,Safety Risk,Street Light Failure,Safety,Lighting,risk to pedestrians and vehicles,streetlights are off,Sholinganallur,6.77,85.0,MEDIUM,MEDIUM,0,0.182,NO_DEPENDENCY,0.132,0
POS_0212,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,heavy waterlogging reported,Perambur,1.59,13.6,LOW,CRITICAL,4,0.947,CONTRIBUTES_TO,0.668,1
NEG_1190,Emergency Response Delay,Safety Risk,Emergency,Safety,emergency movement is delayed,area has become unsafe,Tambaram,5.25,66.6,CRITICAL,HIGH,10,0.149,NO_DEPENDENCY,0.21,0
NEG_0450,Public Health Risk,Poor Road Visibility,Health,Safety,sanitation may affect public health,drivers cannot see clearly,Porur,7.46,68.6,CRITICAL,HIGH,2,0.09,NO_DEPENDENCY,0.118,0
POS_1363,Pothole / Road Damage,Poor Road Visibility,Road,Safety,road surface is badly damaged,visibility on road is poor,Mylapore,2.05,32.4,LOW,LOW,11,0.877,CONTRIBUTES_TO,0.614,1
NEG_0652,Emergency Response Delay,Road Blockage,Emergency,Road,emergency access is difficult,traffic lane is obstructed,Guindy,3.34,4.8,HIGH,LOW,9,0.406,NO_DEPENDENCY,0.363,0
NEG_0654,Blocked Drain,Traffic Congestion,Drainage,Traffic,rainwater drain is not flowing,vehicles are queued,Kodambakkam,4.23,56.0,MEDIUM,LOW,15,0.158,NO_DEPENDENCY,0.262,0
POS_0568,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,heavy waterlogging reported,T Nagar,2.33,22.8,HIGH,HIGH,14,0.839,CONTRIBUTES_TO,0.69,1
NEG_0707,Emergency Response Delay,Safety Risk,Emergency,Safety,emergency vehicles cannot move quickly,risk to pedestrians and vehicles,Thiruvanmiyur,4.07,3.7,CRITICAL,HIGH,13,0.299,NO_DEPENDENCY,0.341,0
NEG_0594,Emergency Response Delay,Garbage Accumulation,Emergency,Waste,emergency vehicles cannot move quickly,uncollected garbage is present,Porur,6.35,3.7,CRITICAL,MEDIUM,12,0.238,NO_DEPENDENCY,0.283,0
NEG_0211,Traffic Congestion,Water Leakage,Traffic,Water,traffic is moving slowly,damaged water supply line,Kodambakkam,0.96,31.9,HIGH,HIGH,6,0.034,NO_DEPENDENCY,0.249,0
POS_1264,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,standing rainwater on the street,Anna Nagar,0.96,19.7,HIGH,LOW,9,0.648,CONTRIBUTES_TO,0.678,1
NEG_0624,Blocked Drain,Poor Road Visibility,Drainage,Safety,blocked drainage outlet,low visibility reported,Velachery,5.43,30.5,CRITICAL,LOW,3,0.079,NO_DEPENDENCY,0.182,0
POS_0799,Poor Road Visibility,Safety Risk,Safety,Safety,drivers cannot see clearly,area has become unsafe,Pallavaram,0.71,12.2,MEDIUM,CRITICAL,9,0.784,CONTRIBUTES_TO,0.741,1
POS_0081,Water Leakage,Stagnant Water,Water,Public Health,water pipe is leaking,water is collecting,Nungambakkam,2.95,44.0,CRITICAL,CRITICAL,19,0.546,CAUSES,0.696,1
POS_0033,Garbage Accumulation,Air Pollution,Waste,Environment,waste has built up,air quality is affected,Adyar,1.28,0.7,MEDIUM,CRITICAL,9,0.859,CONTRIBUTES_TO,0.741,1
POS_0415,Garbage Accumulation,Public Health Risk,Waste,Health,waste has built up,sanitation may affect public health,Nungambakkam,2.67,43.2,CRITICAL,MEDIUM,9,0.491,CAUSES,0.672,1
NEG_0305,Illegal Dumping,Garbage Accumulation,Waste,Waste,open dumping observed,waste has built up,Nungambakkam,1.74,66.1,MEDIUM,CRITICAL,11,0.375,NO_DEPENDENCY,0.336,0
NEG_0714,Pothole / Road Damage,Stagnant Water,Road,Public Health,multiple potholes reported,water is collecting,Porur,3.71,71.7,MEDIUM,MEDIUM,5,0.445,NO_DEPENDENCY,0.293,0
POS_1322,Pothole / Road Damage,Traffic Congestion,Road,Traffic,damaged road section,traffic is moving slowly,Pallavaram,1.48,21.8,CRITICAL,CRITICAL,14,0.555,CONTRIBUTES_TO,0.741,1
NEG_0068,Pothole / Road Damage,Street Light Failure,Road,Lighting,damaged road section,roadside light has failed,Mylapore,4.7,70.6,CRITICAL,LOW,1,0.258,NO_DEPENDENCY,0.203,0
POS_0784,Pothole / Road Damage,Poor Road Visibility,Road,Safety,large pothole on the road,visibility on road is poor,Porur,3.62,3.1,LOW,LOW,14,0.774,CONTRIBUTES_TO,0.602,1
NEG_1492,Road Blockage,Emergency Response Delay,Road,Emergency,traffic lane is obstructed,emergency vehicles cannot move quickly,Sholinganallur,1.32,60.2,CRITICAL,CRITICAL,11,0.027,NO_DEPENDENCY,0.243,0
POS_1413,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,road is flooded,Mylapore,3.04,46.3,LOW,LOW,15,0.55,CAUSES,0.662,1
POS_0458,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,road passage is blocked,Ambattur,0.48,45.0,LOW,CRITICAL,2,0.701,CAUSES,0.698,1
POS_0140,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,vehicle movement is obstructed,Nungambakkam,1.52,27.0,MEDIUM,HIGH,9,0.655,CAUSES,0.73,1
NEG_0731,Illegal Dumping,Road Blockage,Waste,Road,unauthorized dumping reported,road is partially blocked,Ambattur,5.28,78.0,LOW,HIGH,7,0.039,NO_DEPENDENCY,0.152,0
POS_1026,Waterlogging,Road Blockage,Flooding,Road,road is flooded,vehicle movement is obstructed,Ambattur,0.27,18.7,HIGH,MEDIUM,7,0.942,CAUSES,0.85,1
POS_0089,Garbage Accumulation,Air Pollution,Waste,Environment,uncollected garbage is present,dust and pollution are increasing,Mylapore,0.71,26.1,CRITICAL,CRITICAL,18,0.633,CONTRIBUTES_TO,0.748,1
POS_1443,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,heavy waterlogging reported,Porur,2.75,41.7,CRITICAL,CRITICAL,5,0.847,CONTRIBUTES_TO,0.657,1
NEG_0332,Street Light Failure,Illegal Dumping,Lighting,Waste,street light is not working,unauthorized dumping reported,Kodambakkam,6.49,67.2,LOW,MEDIUM,5,0.233,NO_DEPENDENCY,0.192,0
NEG_1077,Stagnant Water,Poor Road Visibility,Public Health,Safety,water is collecting,dark road section,Nungambakkam,4.68,33.5,MEDIUM,LOW,11,0.054,NO_DEPENDENCY,0.223,0
POS_0255,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,severe congestion reported,emergency access is difficult,Royapettah,3.6,30.4,CRITICAL,LOW,14,0.549,CAUSES,0.683,1
POS_0606,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,water has accumulated on the road,Ambattur,3.25,30.5,HIGH,MEDIUM,7,0.967,CONTRIBUTES_TO,0.664,1
POS_1045,Sewer Overflow,Stagnant Water,Drainage,Public Health,dirty wastewater is spreading,standing water is not clearing,Porur,3.95,38.7,HIGH,MEDIUM,7,0.524,CAUSES,0.643,1
POS_0569,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,drivers cannot see clearly,T Nagar,4.16,36.1,HIGH,LOW,19,0.835,CAUSES,0.721,1
NEG_0233,Pothole / Road Damage,Public Health Risk,Road,Health,damaged road section,sanitation may affect public health,Anna Nagar,1.52,20.0,MEDIUM,LOW,12,0.378,NO_DEPENDENCY,0.384,0
NEG_1043,Public Health Risk,Traffic Congestion,Health,Traffic,disease risk is increasing,vehicles are queued,Porur,4.5,80.8,MEDIUM,HIGH,10,0.129,NO_DEPENDENCY,0.204,0
POS_0858,Waterlogging,Road Blockage,Flooding,Road,road is flooded,road passage is blocked,Anna Nagar,1.73,13.6,MEDIUM,CRITICAL,19,0.631,CAUSES,0.764,1
NEG_0973,Safety Risk,Public Health Risk,Safety,Health,safety risk reported,sanitation may affect public health,Kodambakkam,5.93,78.2,MEDIUM,CRITICAL,13,0.316,NO_DEPENDENCY,0.256,0
POS_0818,Illegal Dumping,Blocked Drain,Waste,Drainage,open dumping observed,blocked drainage outlet,Perambur,3.69,32.1,HIGH,MEDIUM,19,0.534,CONTRIBUTES_TO,0.646,1
NEG_0531,Road Blockage,Air Pollution,Road,Environment,vehicle movement is obstructed,air quality is affected,Adyar,6.56,36.9,LOW,MEDIUM,8,0.104,NO_DEPENDENCY,0.192,0
NEG_0378,Emergency Response Delay,Street Light Failure,Emergency,Lighting,emergency vehicles cannot move quickly,streetlights are off,Nungambakkam,3.93,59.3,MEDIUM,LOW,10,0.343,NO_DEPENDENCY,0.295,0
POS_0142,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer line has overflowed,stagnant water remains,Nungambakkam,3.18,45.5,LOW,CRITICAL,17,0.978,CAUSES,0.718,1
POS_0444,Stagnant Water,Public Health Risk,Public Health,Health,water is collecting,sanitation may affect public health,Pallavaram,0.08,41.2,HIGH,HIGH,16,0.958,CAUSES,0.833,1
POS_1175,Poor Road Visibility,Safety Risk,Safety,Safety,low visibility reported,safety risk reported,Ambattur,0.15,38.9,CRITICAL,CRITICAL,19,0.692,CONTRIBUTES_TO,0.774,1
POS_0487,Poor Road Visibility,Safety Risk,Safety,Safety,drivers cannot see clearly,risk to pedestrians and vehicles,Sholinganallur,2.89,17.5,LOW,MEDIUM,14,0.693,CONTRIBUTES_TO,0.648,1
POS_0882,Pothole / Road Damage,Traffic Congestion,Road,Traffic,damaged road section,vehicles are queued,Thiruvanmiyur,3.11,45.8,LOW,CRITICAL,13,0.796,CONTRIBUTES_TO,0.637,1
NEG_1065,Pothole / Road Damage,Street Light Failure,Road,Lighting,multiple potholes reported,dark street due to light failure,Kodambakkam,7.5,19.1,HIGH,CRITICAL,11,0.026,NO_DEPENDENCY,0.184,0
POS_1085,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,low visibility reported,T Nagar,3.68,7.2,CRITICAL,LOW,15,0.968,CAUSES,0.815,1
POS_1300,Pothole / Road Damage,Poor Road Visibility,Road,Safety,road surface is badly damaged,low visibility reported,T Nagar,1.76,40.6,LOW,HIGH,10,0.84,CONTRIBUTES_TO,0.6,1
POS_0176,Illegal Dumping,Waterlogging,Waste,Flooding,open dumping observed,standing rainwater on the street,Thiruvanmiyur,4.01,26.4,CRITICAL,MEDIUM,10,0.79,CONTRIBUTES_TO,0.648,1
POS_1095,Poor Road Visibility,Safety Risk,Safety,Safety,visibility on road is poor,safety risk reported,Adyar,3.55,12.8,MEDIUM,MEDIUM,8,0.712,CONTRIBUTES_TO,0.652,1
NEG_1201,Air Pollution,Road Blockage,Environment,Road,dust and pollution are increasing,vehicle movement is obstructed,Thiruvanmiyur,5.77,16.7,HIGH,CRITICAL,3,0.021,NO_DEPENDENCY,0.171,0
NEG_1347,Road Blockage,Emergency Response Delay,Road,Emergency,vehicle movement is obstructed,emergency vehicles cannot move quickly,Royapettah,3.55,45.1,HIGH,HIGH,1,0.235,NO_DEPENDENCY,0.235,0
NEG_0464,Blocked Drain,Stagnant Water,Drainage,Public Health,blocked drainage outlet,water is collecting,Mylapore,2.8,32.2,LOW,HIGH,13,0.396,NO_DEPENDENCY,0.365,0
NEG_1182,Stagnant Water,Pothole / Road Damage,Public Health,Road,stagnant water remains,damaged road section,Pallavaram,2.23,90.2,MEDIUM,MEDIUM,9,0.327,NO_DEPENDENCY,0.284,0
